StoreNum,ItemID,Sales,Units,Month
57,2,791879.91,17720,12
57,8,198652.78,6375,12
57,50,0,2,12
57,36,114957.26,902,12
57,3,210918.12,12019,12
57,7,1391469.78,22276,12
57,5,185686.16,8350,12
57,4,1613203.7,34098,12
57,35,420.56,30,12
57,3,223790.22,11891,12
57,2,864953.44,19943,12
57,7,1053686.69,19363,12
57,36,89981.96,713,12
57,8,195451.04,5527,12
57,50,0,1,12
57,1,1505260.09,24722,12
57,7,1338907.02,22839,12
57,1,1432800.17,21346,12
57,50,0,4,12
57,8,212645.74,6604,12
57,36,99743.03,791,12
57,2,716733.28,14697,12
57,5,151362.46,6705,12
57,3,192126.68,8634,12
57,35,463.11,23,12
57,4,1190102.45,23953,12
57,3,218141.24,10404,1
57,1,1691419.77,25584,1
57,5,166807.14,6132,1
57,2,741371.19,14048,1
57,7,1157074.66,19431,1
57,35,1371.32,84,1
57,36,139687.59,1307,1
57,8,291171.32,8755,1
57,4,1890256.87,37274,1
57,7,1010729.01,15405,1
57,35,1267.75,59,1
57,8,400069.28,12517,1
57,3,263170.68,15741,1
57,36,140864.2,1142,1
57,4,1889867.12,38601,1
57,2,802677.65,14459,1
57,5,244752.44,11010,1
57,1,1941520.76,28771,1
57,35,893.64,48,1
57,4,1394934.48,25166,1
57,1,1673968.5,23277,1
57,5,239901.87,9874,1
57,2,927266.95,18660,1
57,3,301734.6,15305,1
57,36,167149.19,1414,1
57,8,410988.91,11566,1
57,7,1215561.38,21199,1
57,35,987.01,51,1
57,5,251546.35,12094,1
57,7,1221375.46,21089,1
57,3,347864.63,21745,1
57,2,922348.39,19496,1
57,50,0.33,3,1
57,36,110464.3,999,1
57,1,1802451.18,29067,1
57,8,343806.49,8561,1
57,4,1043356.89,20759,1
57,4,1457047.38,29008,1
57,35,923.47,47,1
57,5,256745.93,13023,1
57,3,228688.64,10180,1
57,1,2483076.23,38954,1
57,8,336545.93,10656,1
57,36,142279.63,1273,1
57,7,1094663.45,20634,1
57,2,1084723.67,24594,1
57,3,424687.11,12104,2
57,5,279191.68,10560,2
57,1,2115757.29,31301,2
57,2,726732.91,13766,2
57,7,1392623.43,23454,2
57,36,109550.7,805,2
57,35,748.47,34,2
57,8,219774.93,5933,2
57,4,1195775.07,21837,2
57,1,2568873.29,37266,2
57,7,2186617.05,33714,2
57,5,274305.94,9357,2
57,3,448638.01,16136,2
57,2,963517.48,17793,2
57,36,158196.4,1210,2
57,8,250984.11,5830,2
57,4,1647179.06,28108,2
57,35,790.27,44,2
57,2,1653746.14,30283,2
57,1,2993050.55,48739,2
57,5,307784.03,12747,2
57,7,1985579.88,37220,2
57,4,2195935.18,39856,2
57,8,284447.44,7618,2
57,3,637146.41,21953,2
57,36,161732.41,1328,2
57,35,1109.89,62,2
57,35,458.29,32,2
57,4,1585948.08,28007,2
57,8,341235.86,8485,2
57,5,212545.82,9649,2
57,36,131270.9,945,2
57,1,2347453.39,33970,2
57,2,978334.78,17871,2
57,3,341012.35,11112,2
57,7,1398028.39,29199,2
57,36,99466.57,656,3
57,1,1962850.63,30196,3
57,8,300505.15,6732,3
57,5,178076.4,6184,3
57,4,1986976.62,30076,3
57,2,778507.23,12777,3
57,35,570.58,22,3
57,3,305815.32,9235,3
57,7,1006414.67,19875,3
57,7,1899352.3,28794,3
57,50,500,20,3
57,1,2331665.17,36942,3
57,36,109627.69,707,3
57,8,237830.98,9172,3
57,35,279.85,9,3
57,2,1133986.03,22047,3
57,3,313491.1,11947,3
57,5,197413.95,7312,3
57,4,2087278.76,37307,3
57,5,385301.71,15076,3
57,35,191.68,8,3
57,4,3485036.57,69216,3
57,8,277290.27,8247,3
57,2,2245192.58,44783,3
57,36,199239.28,1331,3
57,3,432674.43,14055,3
57,1,3823874.67,66700,3
57,7,3036168.91,45309,3
57,5,289437.37,10912,3
57,35,252.07,14,3
57,7,2117507.6,33426,3
57,36,162264.28,1273,3
57,8,209013.82,6231,3
57,2,1575307.85,30316,3
57,1,2633168.66,46803,3
57,50,450,30,3
57,3,231323.44,6588,3
57,4,2433850.66,46553,3
57,4,3291277.49,63680,4
57,5,335793.73,14063,4
57,3,234035.16,5133,4
57,35,401.55,16,4
57,8,284573.31,6740,4
57,36,183432.65,1619,4
57,7,2762223.63,48555,4
57,2,1898097.11,35561,4
57,1,3572202.76,65256,4
57,4,1806800.92,22043,4
57,2,1856702.02,19894,4
57,1,2191527.43,41375,4
57,5,165132.4,6239,4
57,7,1623726.46,22976,4
57,35,261.95,7,4
57,8,272750.27,5725,4
57,3,263718.19,6496,4
57,50,0,0,4
57,36,107668.7,955,4
57,3,264949.69,7170,4
57,2,918006.09,16536,4
57,4,1484250.75,26105,4
57,50,100.11,5,4
57,36,143964.98,1041,4
57,8,294894.91,7580,4
57,35,284.55,15,4
57,7,1768895.73,27881,4
57,1,2760866.5,45167,4
57,5,233277.24,9429,4
57,2,1180314.38,21436,4
57,36,142293.92,1079,4
57,1,2169116.22,32987,4
57,8,176749.47,4152,4
57,3,180641.45,4854,4
57,50,100,151,4
57,4,1674590.73,26946,4
57,35,160.9,8,4
57,5,240976.44,10466,4
57,7,1699058.48,33068,4
57,1,2251074.24,34835,4
57,36,134671.8,978,4
57,8,178073.17,5162,4
57,50,50.22,251,4
57,7,1863719.61,30366,4
57,2,1184549.09,22354,4
57,5,267764.68,8906,4
57,3,295587.51,10466,4
57,35,227.9,6,4
57,4,1705184.74,28959,4
57,7,1430007.39,23436,5
57,1,2267766.24,40431,5
57,8,256027.86,8437,5
57,50,50.52,1295,5
57,36,159309.71,1163,5
57,35,400.58,23,5
57,4,1981654.76,36789,5
57,3,584931.44,15433,5
57,5,241419.66,9886,5
57,2,1799761.5,44922,5
57,3,333983.97,8012,5
57,2,2800479.23,78005,5
57,8,277996.43,7541,5
57,4,2995674.15,49490,5
57,36,131952.64,918,5
57,50,50.15,335,5
57,35,634.7,25,5
57,7,2301368.93,31991,5
57,5,366259.11,22124,5
57,1,2214089.69,39570,5
57,4,1235589.22,24571,5
57,7,1478608.23,25412,5
57,3,179833.25,4718,5
57,35,675.05,55,5
57,50,95,10,5
57,8,168194.07,4791,5
57,36,119713.2,881,5
57,2,940945.28,21085,5
57,1,1813714.01,33572,5
57,5,297193.38,15768,5
57,1,2013342.12,37173,5
57,8,227627.36,7092,5
57,2,1059280.51,22512,5
57,3,217679.44,6778,5
57,7,1642441.65,30699,5
57,50,315,21,5
57,36,159603.82,1286,5
57,5,245622.75,12745,5
57,35,866.05,41,5
57,4,1341999.92,27130,5
57,4,1142227.38,24566,6
57,35,767.76,36,6
57,3,222672.54,7737,6
57,2,845037.38,18697,6
57,7,1493186.67,24659,6
57,36,129234.64,1131,6
57,8,221894.95,7233,6
57,50,15,1,6
57,1,1946383.07,39576,6
57,5,308619.57,20756,6
57,3,216927.57,6681,6
57,5,261239.82,14171,6
57,4,1402417.7,28719,6
57,7,2113347.74,32740,6
57,50,135,9,6
57,8,161424.74,5421,6
57,36,113892.56,1067,6
57,1,2149838.44,49144,6
57,35,765.25,31,6
57,2,1130750.06,22080,6
57,3,239589.32,6434,6
57,36,114593.45,1092,6
57,1,1609036.25,37557,6
57,7,1802643.07,29790,6
57,2,860844.52,19794,6
57,35,801.4,57,6
57,4,1286236.69,29488,6
57,5,226430.06,12241,6
57,50,175,11,6
57,8,168988.21,5723,6
57,1,1661351.4,37848,6
57,36,143741.3,1691,6
57,8,262955.88,6372,6
57,2,1152376.63,30484,6
57,50,210,14,6
57,3,227261.18,5596,6
57,4,1591571.73,33207,6
57,35,727.01,29,6
57,5,223336.73,13596,6
57,7,1347883.65,23112,6
57,36,116319.8,1349,7
57,50,240,17,7
57,7,1332737.31,20476,7
57,2,671864.45,15669,7
57,1,1967615.54,44747,7
57,5,186148.36,9483,7
57,4,1135228.59,24784,7
57,3,302543.54,9035,7
57,35,560.82,22,7
57,8,163522.06,4369,7
57,7,1236795.04,20195,7
57,35,651.48,30,7
57,8,140845.94,3694,7
57,50,165,11,7
57,3,362670.41,10345,7
57,36,73152.19,799,7
57,4,979948.01,22875,7
57,2,559564.06,12582,7
57,1,1014492.05,19267,7
57,5,181926.49,7724,7
57,1,1405483.56,21863,7
57,5,190919.71,7689,7
57,3,215806.16,5410,7
57,2,575878.98,11554,7
57,4,996829.83,22230,7
57,8,172318.85,4628,7
57,36,75732.71,579,7
57,50,105.22,166,7
57,35,378.8,26,7
57,7,1215239.67,23053,7
57,35,519.3,26,7
57,5,228806.66,8932,7
57,50,120.15,827,7
57,7,1628264.68,34440,7
57,2,751699.77,15917,7
57,1,1520518.64,27624,7
57,3,223429.48,5478,7
57,8,171029.6,4601,7
57,36,71304.18,698,7
57,4,1159475.57,22548,7
57,5,297206.05,13044,7
57,35,718.62,37,7
57,4,1393839.38,26046,7
57,1,1415073.99,27142,7
57,8,192133.77,6145,7
57,50,118.07,303,7
57,36,113948.04,1493,7
57,3,202317.47,5572,7
57,7,1240270.94,21501,7
57,2,956321.4,21544,7
57,3,336867.55,10746,8
57,2,1418378.92,32358,8
57,5,313246.2,15695,8
57,50,192,19,8
57,7,1505712.18,26490,8
57,1,2237911.81,48662,8
57,8,244097.41,9555,8
57,36,103467.45,1001,8
57,35,807,40,8
57,4,1853257.11,36810,8
57,7,2216194.3,34502,8
57,5,388832.33,16542,8
57,1,1779908.72,26968,8
57,3,625598.34,21820,8
57,2,968392.23,17684,8
57,35,1158.58,79,8
57,8,190841.81,4407,8
57,36,49134.47,443,8
57,50,407.17,46,8
57,4,1900244.08,31228,8
57,2,878051.11,17332,8
57,5,282898.4,8522,8
57,1,1713076.09,29632,8
57,7,1856458.47,28647,8
57,50,240,25,8
57,4,1876497.85,33006,8
57,3,390839.93,13950,8
57,8,177003.33,5175,8
57,36,58414.3,418,8
57,35,1311.87,78,8
57,35,930.88,45,8
57,4,1617575.48,26186,8
57,5,268324.12,7886,8
57,1,1885693.35,28701,8
57,8,174205.87,4688,8
57,2,914275.35,15974,8
57,7,1318563.93,21476,8
57,50,294.11,30,8
57,36,51762.15,320,8
57,3,283936.17,10405,8
57,50,122.13,394,9
57,1,1627719.34,23062,9
57,8,258204.23,6983,9
57,36,52886.49,289,9
57,5,266230.86,8704,9
57,4,1610831.67,22828,9
57,35,491.33,28,9
57,2,738059.02,12428,9
57,3,423960.22,12479,9
57,7,1070372.65,16755,9
57,4,2393162.74,37928,9
57,3,422538.61,14917,9
57,5,401589,14761,9
57,7,2173845.51,33622,9
57,50,40.01,5,9
57,8,524665.57,15316,9
57,36,65865.71,438,9
57,1,2398902.12,38350,9
57,35,731.01,42,9
57,2,1311895.72,23403,9
57,35,1069.61,56,9
57,5,540080.46,17499,9
57,8,263391.04,10597,9
57,50,60.11,309,9
57,4,3689256.36,61737,9
57,3,310394,9962,9
57,36,56749.94,428,9
57,1,3765470.59,54253,9
57,7,2429123.77,39034,9
57,2,2353560.41,40815,9
57,35,657.5,41,9
57,5,471279.67,15260,9
57,7,2480815.52,37386,9
57,1,3159131.12,43786,9
57,2,2070597.71,34491,9
57,36,79208.33,472,9
57,50,10,1,9
57,8,205288.01,8010,9
57,3,311711.69,7708,9
57,4,3178691.04,52132,9
57,4,4019153.09,70053,10
57,5,622888.94,23298,10
57,3,342156.7,8192,10
57,35,1705.49,115,10
57,36,104806.34,645,10
57,8,282767.35,8464,10
57,1,4067167.91,62354,10
57,50,60.05,8,10
57,2,2537307.53,47241,10
57,7,3462775.84,59757,10
57,4,3164953.83,51050,10
57,1,3816309.21,67375,10
57,5,536979.3,19757,10
57,7,4127119.5,52341,10
57,2,1711974.85,29284,10
57,8,275688.34,9142,10
57,35,4279.49,298,10
57,36,60686.92,518,10
57,3,439371.66,10398,10
57,50,410,42,10
57,3,597593.87,14082,10
57,2,2921647.84,38616,10
57,36,72547.1,593,10
57,4,4178872.14,60545,10
57,50,50,5,10
57,35,5459.64,341,10
57,8,359449.28,11618,10
57,7,4594705.19,57222,10
57,5,660913.83,23575,10
57,3,639274.48,13156,10
57,8,415193.77,12089,10
57,4,3964488.22,52290,10
57,5,764142.14,27744,10
57,35,5882.4,342,10
57,36,156491.24,787,10
57,50,60.72,603,10
57,36,195635.19,1013,10
57,50,21,1410,10
57,50,20.55,274,11
57,1,2249661.68,35698,11
57,7,5008704.1,77451,11
57,36,62628.7,397,11
57,4,3094165.64,42781,11
57,3,635140.25,11277,11
57,5,687804.83,25829,11
57,2,3338036.21,66869,11
57,3,585952.23,11588,11
57,8,419175.27,13102,11
57,36,99056.05,485,11
57,4,3271019.42,52573,11
57,50,70.55,18,11
57,7,2967814.57,47170,11
57,1,2034853.58,33630,11
57,5,644554.61,25712,11
57,2,3371666.97,102399,11
57,7,4507355.5,51143,11
57,4,2241604.95,34272,11
57,50,0.68,9,11
57,36,142841.54,777,11
57,8,347709.63,13364,11
57,3,431052.77,11283,11
57,35,6712.36,490,11
57,2,2341144.42,69322,11
57,5,440742.45,17808,11
57,1,1581623.5,24067,11
57,1,3522634.91,68695,11
57,2,3046997.12,70706,11
57,7,3249455.16,53972,11
57,50,0.61,9,11
57,8,345810.16,11826,11
57,3,596379.44,18723,11
57,4,3157497.2,60451,11
57,5,508733.28,25489,11
57,4,874208.33,14223,12
57,35,2460.44,170,12
57,3,140351.05,3845,12
57,2,586380.1,11062,12
57,7,1318862.48,19146,12
57,36,64726.97,377,12
57,8,83099.16,2743,12
57,1,709802.21,12552,12
57,5,151059.14,5565,12
57,7,43627.45,208,12
57,2,1104.89,21,12
57,4,2036.74,12,12
57,5,19794.44,118,12
57,2,68.6,1,12
57,7,3331.49,15,12
57,5,1677.52,12,12
57,4,1656.39,27,12
57,7,95,1,12
57,7,1074.86,17,12
57,4,105,1,12
57,5,224.99,1,12
57,7,362.12,11,1
57,7,48.98,2,1
57,7,66.29,1,2
57,7,174.27,3,2
57,7,218.86,11,2
57,7,279,1,2
57,7,237.73,3,3
57,7,98.4,7,3
57,7,270.36,5,3
57,7,217.48,4,3
